Accession,Phages/Bacteria,Dataset type
MF547663,Phages,Training
MF564201,Phages,Training
MF574151,Phages,Training
MF580410,Phages,Training
MF580760,Phages,Training
MF580761,Phages,Training
MF580762,Phages,Training
MF580763,Phages,Training
MF580764,Phages,Training
MF580765,Phages,Training
MF580766,Phages,Training
MF580767,Phages,Training
MF580768,Phages,Training
MF580769,Phages,Training
MF580772,Phages,Training
MF580773,Phages,Training
MF580774,Phages,Training
MF580956,Phages,Training
MF580957,Phages,Training
MF595878,Phages,Training
MF612071,Phages,Training
MF612072,Phages,Training
MF614627,Phages,Training
MF614628,Phages,Training
MF621978,Phages,Training
MF630921,Phages,Training
MF630922,Phages,Training
MF663761,Phages,Training
MF663786,Phages,Training
MF668267,Phages,Training
MF668268,Phages,Training
MF668269,Phages,Training
MF668271,Phages,Training
MF668272,Phages,Training
MF668273,Phages,Training
MF668274,Phages,Training
MF668275,Phages,Training
MF668276,Phages,Training
MF668277,Phages,Training
MF668278,Phages,Training
MF668279,Phages,Training
MF668280,Phages,Training
MF668281,Phages,Training
MF668282,Phages,Training
MF668283,Phages,Training
MF668284,Phages,Training
MF668286,Phages,Training
MF668287,Phages,Training
MF668288,Phages,Training
MF678788,Phages,Training
MF678789,Phages,Training
MF683623,Phages,Training
MF695815,Phages,Training
MF740800,Phages,Training
MF754111,Phages,Training
MF754112,Phages,Training
MF754113,Phages,Training
MF754114,Phages,Training
MF754115,Phages,Training
MF754116,Phages,Training
MF765814,Phages,Training
MF766044,Phages,Training
MF766045,Phages,Training
MF766047,Phages,Training
MF766048,Phages,Training
MF768469,Phages,Training
MF768470,Phages,Training
MF773750,Phages,Training
MF775669,Phages,Training
MF775670,Phages,Training
MF775671,Phages,Training
MF775674,Phages,Training
MF775675,Phages,Training
MF775677,Phages,Training
MF775679,Phages,Training
MF775680,Phages,Training
MF775681,Phages,Training
MF775682,Phages,Training
MF775683,Phages,Training
MF775684,Phages,Training
MF775685,Phages,Training
MF775686,Phages,Training
MF775687,Phages,Training
MF775688,Phages,Training
MF775690,Phages,Training
MF775691,Phages,Training
MF775692,Phages,Training
MF775694,Phages,Training
MF775695,Phages,Training
MF775696,Phages,Training
MF775697,Phages,Training
MF775698,Phages,Training
MF775699,Phages,Training
MF775700,Phages,Training
MF775701,Phages,Training
MF775702,Phages,Training
MF775704,Phages,Training
MF775705,Phages,Training
MF787246,Phages,Training
MF788075,Phages,Training
MF805809,Phages,Training
MF807953,Phages,Training
MF893340,Phages,Training
MF893341,Phages,Training
MF919490,Phages,Training
MF919491,Phages,Training
MF919492,Phages,Training
MF919493,Phages,Training
MF919495,Phages,Training
MF919496,Phages,Training
MF919497,Phages,Training
MF919498,Phages,Training
MF919499,Phages,Training
MF919500,Phages,Training
MF919502,Phages,Training
MF919503,Phages,Training
MF919504,Phages,Training
MF919506,Phages,Training
MF919510,Phages,Training
MF919511,Phages,Training
MF919512,Phages,Training
MF919513,Phages,Training
MF919514,Phages,Training
MF919515,Phages,Training
MF919516,Phages,Training
MF919517,Phages,Training
MF919518,Phages,Training
MF919519,Phages,Training
MF919520,Phages,Training
MF919521,Phages,Training
MF919522,Phages,Training
MF919523,Phages,Training
MF919525,Phages,Training
MF919526,Phages,Training
MF919527,Phages,Training
MF919529,Phages,Training
MF919530,Phages,Training
MF919531,Phages,Training
MF919532,Phages,Training
MF919533,Phages,Training
MF919534,Phages,Training
MF919535,Phages,Training
MF919536,Phages,Training
MF919537,Phages,Training
MF919538,Phages,Training
MF919540,Phages,Training
MF919541,Phages,Training
MF919542,Phages,Training
MF957259,Phages,Training
MF959998,Phages,Training
MF959999,Phages,Training
MF974178,Phages,Training
MF974396,Phages,Training
MF974397,Phages,Training
MF975637,Phages,Training
MF975638,Phages,Training
MF975720,Phages,Training
MF975721,Phages,Training
MF979559,Phages,Training
MF979560,Phages,Training
MF979561,Phages,Training
MF979562,Phages,Training
MF979563,Phages,Training
MF979564,Phages,Training
MF988720,Phages,Training
MF996376,Phages,Training
MG000860,Phages,Training
MG009575,Phages,Training
MG018224,Phages,Training
MG018926,Phages,Training
MG018927,Phages,Training
MG018928,Phages,Training
MG018929,Phages,Training
MG018930,Phages,Training
MG020111,Phages,Training
MG021305,Phages,Training
MG021306,Phages,Training
MG021307,Phages,Training
MG021309,Phages,Training
MG021310,Phages,Training
MG021311,Phages,Training
MG021312,Phages,Training
MG022439,Phages,Training
MG022440,Phages,Training
MG029509,Phages,Training
MG029510,Phages,Training
MG029511,Phages,Training
MG029515,Phages,Training
MG029516,Phages,Training
MG029517,Phages,Training
MG030346,Phages,Training
MG030347,Phages,Training
MG049919,Phages,Training
MG099935,Phages,Training
MG099936,Phages,Training
MG099937,Phages,Training
MG099938,Phages,Training
MG099939,Phages,Training
MG099940,Phages,Training
MG099941,Phages,Training
MG099942,Phages,Training
MG099943,Phages,Training
MG099944,Phages,Training
MG099946,Phages,Training
MG099947,Phages,Training
MG099948,Phages,Training
MG099949,Phages,Training
MG099950,Phages,Training
MG099951,Phages,Training
MG099952,Phages,Training
MG099953,Phages,Training
MG159787,Phages,Training
MG189906,Phages,Training
MG197810,Phages,Training
MG197996,Phages,Training
MG198776,Phages,Training
MG198779,Phages,Training
MG198780,Phages,Training
MG198781,Phages,Training
MG198782,Phages,Training
MG198783,Phages,Training
MG198785,Phages,Training
MG208881,Phages,Training
MG209611,Phages,Training
MG210949,Phages,Training
MG214764,Phages,Training
MG214783,Phages,Training
MG241338,Phages,Training
MG250483,Phages,Training
MG250484,Phages,Training
MG250486,Phages,Training
MG251390,Phages,Training
MG252615,Phages,Training
MG252693,Phages,Training
MG253647,Phages,Training
MG253648,Phages,Training
MG253649,Phages,Training
MG253650,Phages,Training
MG253651,Phages,Training
MG264739,Phages,Training
MG266157,Phages,Training
MG269973,Phages,Training
MG271909,Phages,Training
MG280946,Phages,Training
MG298918,Phages,Training
MG298919,Phages,Training
MG298920,Phages,Training
MG298921,Phages,Training
MG298922,Phages,Training
MG298923,Phages,Training
MG298924,Phages,Training
MG298925,Phages,Training
MG298926,Phages,Training
MG298927,Phages,Training
MG298964,Phages,Training
MG309717,Phages,Training
MG309718,Phages,Training
MG383452,Phages,Training
MG428990,Phages,Training
MG428992,Phages,Training
MG432137,Phages,Training
MG432151,Phages,Training
MG459987,Phages,Training
MG518519,Phages,Training
MG518520,Phages,Training
MG545917,Phages,Training
MG551501,Phages,Training
MG551502,Phages,Training
MG551503,Phages,Training
MG551504,Phages,Training
MG551505,Phages,Training
MG551506,Phages,Training
MG552615,Phages,Training
MG557618,Phages,Training
MG557619,Phages,Training
MG557979,Phages,Training
MG563770,Phages,Training
MG564297,Phages,Training
MG575420,Phages,Training
MG575421,Phages,Training
MG581355,Phages,Training
MG584725,Phages,Training
MG589383,Phages,Training
MG589384,Phages,Training
MG589385,Phages,Training
MG593800,Phages,Training
MG593801,Phages,Training
MG593802,Phages,Training
MG593803,Phages,Training
MG596799,Phages,Training
MG596800,Phages,Training
MG602476,Phages,Training
MG602477,Phages,Training
MG640035,Phages,Training
MG641179,Phages,Training
MG641180,Phages,Training
MG641181,Phages,Training
MG641182,Phages,Training
MG641184,Phages,Training
MG641185,Phages,Training
MG641186,Phages,Training
MG641187,Phages,Training
MG641188,Phages,Training
MG641885,Phages,Training
MG646668,Phages,Training
MG646669,Phages,Training
MG646670,Phages,Training
MG646671,Phages,Training
MG646672,Phages,Training
MG649966,Phages,Training
MG649967,Phages,Training
MG652450,Phages,Training
MG655268,Phages,Training
MG655270,Phages,Training
MG663583,Phages,Training
MG663584,Phages,Training
MG663585,Phages,Training
MG663586,Phages,Training
MG670586,Phages,Training
MG673519,Phages,Training
MG673930,Phages,Training
MG675557,Phages,Training
MG676225,Phages,Training
MG676466,Phages,Training
MG696114,Phages,Training
MG708274,Phages,Training
MG708275,Phages,Training
MG708276,Phages,Training
MG710484,Phages,Training
MG710528,Phages,Training
MG711460,Phages,Training
MG711461,Phages,Training
MG711462,Phages,Training
MG711463,Phages,Training
MG711464,Phages,Training
MG711465,Phages,Training
MG711466,Phages,Training
MG711467,Phages,Training
MG711516,Phages,Training
MG720308,Phages,Training
MG720309,Phages,Training
MG727695,Phages,Training
MG727696,Phages,Training
MG727697,Phages,Training
MG727698,Phages,Training
MG727700,Phages,Training
MG727701,Phages,Training
MG736918,Phages,Training
MG744354,Phages,Training
MG746602,Phages,Training
MG747435,Phages,Training
MG748547,Phages,Training
MG751100,Phages,Training
MG757152,Phages,Training
MG757154,Phages,Training
MG757155,Phages,Training
MG757156,Phages,Training
MG757157,Phages,Training
MG757158,Phages,Training
MG757160,Phages,Training
MG757161,Phages,Training
MG757162,Phages,Training
MG757163,Phages,Training
MG757165,Phages,Training
MG757166,Phages,Training
MG757167,Phages,Training
MG765276,Phages,Training
MG765277,Phages,Training
MG765278,Phages,Training
MG765279,Phages,Training
MG766219,Phages,Training
MG770212,Phages,Training
MG770213,Phages,Training
MG770214,Phages,Training
MG770215,Phages,Training
MG770216,Phages,Training
MG770379,Phages,Training
MG775042,Phages,Training
MG775043,Phages,Training
MG775258,Phages,Training
MG775259,Phages,Training
MG775260,Phages,Training
MG775261,Phages,Training
MG779474,Phages,Training
MG781190,Phages,Training
MG781191,Phages,Training
MG784342,Phages,Training
MG788324,Phages,Training
MG793454,Phages,Training
MG807320,Phages,Training
MG812488,Phages,Training
MG812490,Phages,Training
MG812492,Phages,Training
MG812493,Phages,Training
MG812494,Phages,Training
MG812495,Phages,Training
MG812496,Phages,Training
MG820633,Phages,Training
MG820634,Phages,Training
MG820635,Phages,Training
MG820636,Phages,Training
MG820637,Phages,Training
MG820638,Phages,Training
MG820639,Phages,Training
MG820640,Phages,Training
MG820641,Phages,Training
MG820642,Phages,Training
MG820643,Phages,Training
MG820644,Phages,Training
MG832642,Phages,Training
MG833025,Phages,Training
MG835450,Phages,Training
MG835568,Phages,Training
MG839015,Phages,Training
MG839016,Phages,Training
MG839017,Phages,Training
MG839018,Phages,Training
MG839019,Phages,Training
MG839020,Phages,Training
MG839021,Phages,Training
MG839022,Phages,Training
MG839023,Phages,Training
MG839025,Phages,Training
MG839027,Phages,Training
MG839028,Phages,Training
MG839029,Phages,Training
MG839030,Phages,Training
MG845393,Phages,Training
MG845683,Phages,Training
MG845684,Phages,Training
MG845865,Phages,Training
MG852086,Phages,Training
MG867727,Phages,Training
MG872831,Phages,Training
MG872832,Phages,Training
MG872833,Phages,Training
MG872834,Phages,Training
MG872837,Phages,Training
MG872839,Phages,Training
MG872840,Phages,Training
MG872841,Phages,Training
MG872842,Phages,Training
MG872843,Phages,Training
MG873442,Phages,Training
MG878892,Phages,Training
MG883709,Phages,Training
MG883710,Phages,Training
MG883711,Phages,Training
MG883712,Phages,Training
MG883713,Phages,Training
MG883715,Phages,Training
MG883718,Phages,Training
MG883720,Phages,Training
MG883723,Phages,Training
MG883724,Phages,Training
MG883726,Phages,Training
MG893203,Phages,Training
MG894052,Phages,Training
MG897799,Phages,Training
MG897800,Phages,Training
MG920059,Phages,Training
MG922974,Phages,Training
MG925338,Phages,Training
MG925339,Phages,Training
MG925340,Phages,Training
MG925341,Phages,Training
MG925342,Phages,Training
MG925343,Phages,Training
MG925345,Phages,Training
MG925346,Phages,Training
MG925347,Phages,Training
MG925348,Phages,Training
MG925349,Phages,Training
MG925350,Phages,Training
MG925352,Phages,Training
MG925353,Phages,Training
MG925354,Phages,Training
MG925355,Phages,Training
MG925356,Phages,Training
MG925485,Phages,Training
MG925486,Phages,Training
MG925487,Phages,Training
MG925488,Phages,Training
MG925489,Phages,Training
MG925490,Phages,Training
MG925491,Phages,Training
MG941013,Phages,Training
MG944217,Phages,Training
MG944218,Phages,Training
MG944219,Phages,Training
MG944220,Phages,Training
MG944221,Phages,Training
MG944222,Phages,Training
MG944223,Phages,Training
MG944224,Phages,Training
MG944225,Phages,Training
MG944227,Phages,Training
MG944228,Phages,Training
MG944229,Phages,Training
MG944230,Phages,Training
MG944231,Phages,Training
MG944232,Phages,Training
MG944233,Phages,Training
MG944234,Phages,Training
MG944235,Phages,Training
MG944236,Phages,Training
MG948468,Phages,Training
MG957431,Phages,Training
MG962360,Phages,Training
MG962361,Phages,Training
MG962362,Phages,Training
MG962363,Phages,Training
MG962365,Phages,Training
MG962366,Phages,Training
MG962367,Phages,Training
MG962368,Phages,Training
MG962369,Phages,Training
MG962370,Phages,Training
MG962372,Phages,Training
MG962373,Phages,Training
MG962374,Phages,Training
MG962375,Phages,Training
MG962376,Phages,Training
MG966533,Phages,Training
MG967616,Phages,Training
MG967617,Phages,Training
MG967618,Phages,Training
MG969427,Phages,Training
MG972768,Phages,Training
MG973030,Phages,Training
MG976803,Phages,Training
MG983840,Phages,Training
MG986485,Phages,Training
MG999954,Phages,Training
MH000603,Phages,Training
MH000604,Phages,Training
MH000607,Phages,Training
MH001446,Phages,Training
MH001447,Phages,Training
MH001449,Phages,Training
MH001450,Phages,Training
MH001451,Phages,Training
MH001452,Phages,Training
MH001455,Phages,Training
MH001456,Phages,Training
MH001457,Phages,Training
MH001459,Phages,Training
MH001460,Phages,Training
MH015249,Phages,Training
MH015251,Phages,Training
MH015252,Phages,Training
MH015253,Phages,Training
MH015254,Phages,Training
MH015255,Phages,Training
MH015256,Phages,Training
MH015257,Phages,Training
MH015258,Phages,Training
MH015259,Phages,Training
MH019215,Phages,Training
MH019216,Phages,Training
MH020235,Phages,Training
MH020236,Phages,Training
MH020237,Phages,Training
MH020238,Phages,Training
MH020240,Phages,Training
MH020243,Phages,Training
MH020244,Phages,Training
MH020245,Phages,Training
MH020247,Phages,Training
MH020248,Phages,Training
MH020249,Phages,Training
MH023293,Phages,Training
MH025888,Phages,Training
MH025889,Phages,Training
MH025890,Phages,Training
MH028956,Phages,Training
MH031343,Phages,Training
MH045554,Phages,Training
MH045555,Phages,Training
MH045556,Phages,Training
MH045559,Phages,Training
MH045561,Phages,Training
MH045562,Phages,Training
MH045563,Phages,Training
MH045564,Phages,Training
MH045565,Phages,Training
MH045566,Phages,Training
MH045567,Phages,Training
MH045568,Phages,Training
MH045569,Phages,Training
MH047631,Phages,Training
MH047632,Phages,Training
MH047633,Phages,Training
MH051246,Phages,Training
MH051247,Phages,Training
MH051248,Phages,Training
MH051249,Phages,Training
MH051250,Phages,Training
MH051251,Phages,Training
MH051252,Phages,Training
MH051253,Phages,Training
MH051254,Phages,Training
MH051256,Phages,Training
MH051258,Phages,Training
MH051260,Phages,Training
MH051261,Phages,Training
MH051264,Phages,Training
MH051333,Phages,Training
MH051334,Phages,Training
MH051335,Phages,Training
MH051912,Phages,Training
MH051913,Phages,Training
MH051914,Phages,Training
MH051915,Phages,Training
MH051916,Phages,Training
MH051917,Phages,Training
MH059633,Phages,Training
MH059634,Phages,Training
MH059636,Phages,Training
MH059638,Phages,Training
MH059639,Phages,Training
MH077576,Phages,Training
MH077578,Phages,Training
MH077579,Phages,Training
MH077580,Phages,Training
MH077581,Phages,Training
MH077582,Phages,Training
MH077583,Phages,Training
MH077584,Phages,Training
MH077585,Phages,Training
MH078572,Phages,Training
MH102284,Phages,Training
MH105080,Phages,Training
MH105773,Phages,Training
MH107118,Phages,Training
MH107246,Phages,Training
